english,polish,alternatives
ownership,własność,ˈəʊnəʃɪp
ox,wół,ɒks
oxford,oksford,ˈɒksfəd
oxide,tlenek,ˈɒksaɪd
oxygen,tlen,ˈɒksɪʤən
oyster,ostryga,ˈɔɪstə
oz,"oz.
  uncja",
pa,per annum,rocznie
pace,peɪs,przejść dwa kroki|stymulator serca|zrobić kroki|ˈpeɪsmeɪkə
pacific,pacyfik,pəˈsɪfɪk
pacifism,pacyfizm,ˈpæsɪfɪzəm
pacify,uspokajać,ˈpæsɪfaɪ
pack,pæk,
package,ˈpækɪʤ,
packaging,opakowanie,ˈpækɪʤɪŋ
packed,"1.  zatłoczony
 2.  napchany",pækt
packet,opakowanie,paczka|ˈpækɪt
packing,skrzynia na rzeczy,ˈpækɪŋ|ˈpækɪŋkeɪs
pact,pækt,
pad,pæd,
padding,podbicie,wyściółka|ˈpædɪŋ
paddle,ˈpædəl,
paddock,wybieg,wybieg dla koni|ˈpædək
paddy,pole ryżowe,ˈpædɪ
padlock,kłódka,ˈpædlɒk
pagan,"i.    pogański
ii.    poganin",ˈpeɪgən
page,peɪʤ,
pageant,uroczysta scena,ˈpæʤənt
pageantry,uroczystość,ˈpæʤəntrɪ
pagoda,pəˈgəʊdə,
paid,peɪd,
paidup,paid-up,pełnopłatny|ˌpeɪdˈʌp
pail,peɪl,wiadro
pain,peɪn,
pained,urażony,zbolały|ˈpeɪnd
painful,1.  obolały,"bolący
 2.  bolesny|ˈpeɪnfʊl"
painkiller,środek przeciwbólowy,ˈpeɪnkɪlə
painless,"1.  bezbolesny
 2.  łatwy",ˈpeɪnlɪs
painstaking,drobiazgowy,sumienny|ˈpeɪnzteɪkɪŋ
paint,peɪnt,
paintbrush,pędzel,pędzel do malowania|ˈpeɪntbrʌʃ
painter,malarz,ˈpeɪntə
painting,ˈpeɪntɪŋ,
paintwork,farba,lakier|ˈpeɪntwɜ:k
pair,peə,
pajamas,piżama,pyjamas|pəˈʤɑ:məz
pakistan,ˌpɑ:kɪˈstɑ:n,
pakistani,"i.    pakistański
ii.    pakistańczyk",ˌpɑ:kɪˈstɑ:nɪ
pal,kolega,kumpel|pæl
palace,pałac,ˈpælɪs
palatable,ˈpælətəbəl,
palate,"1.  podniebienie
 2.  smak",ˈpælɪt
palatial,"1.  wspaniały
 2.  pałacowy",pəˈleɪʃəl
pale,peɪl,
paleness,bladość,ˈpeɪlnɪs
palestine,palestyna,ˈpæləstaɪn
palestinian,"i.    palestyński
ii.    palestyńczyk",ˌpæləˈstɪnɪən
palette,paleta,ˈpælɪt
pall,i.    wyświechtywać się,"kir|nudzić się
ii.    całun|pæl"
pallid,blady,ˈpælɪd
palm,pɑ:m,
palpable,oczywisty,widoczny|ˈpælpəbəl
palpitation,dygotanie,palpitacja|ˌpælpɪˈteɪʃən
paltry,mizerny,ˈpɔ:ltrɪ
pamper,dogadzać,rozpieszczać|ˈpæmpə
pamphlet,broszura,ˈpæmflɪt
pan,patelnia,pæn
panacea,panaceum,ˌpænəˈsɪə
panache,dobra forma,pəˈnæʃ|styl
pancake,naleśnik,ˈpænkeɪk
panda,ˈpændə,
pandemonium,piekło,rozgardiasz|ˌpændəˈməʊnɪəm
pander,zaspokajać wszystkie zachcianki,ˈpændə
pane,peɪn,szyba
panel,ˈpænəl,
paneled,panelled,ˈpænəld
paneling,boazeria,panelling|ˈpænəlɪŋ
panelled,paneled,ˈpænəld
panelling,boazeria,paneling|ˈpænəlɪŋ
pang,1.  ukłucie,"ból
 2.  wyrzut|pæŋ"
panic,"i.    panika
ii.    panikować",ˈpænɪk
panicstricken,ogarnięty paniką,panic-stricken|ˈpænɪk strɪkən
pannier,sakwa,ˈpænɪə
panorama,widok,ˌpænəˈrɑ:mə
panoramic,panoramiczny,ˌpænəˈræmɪk
panpipes,fletnia pana,ˈpænpaɪps
pansy,bratek,ˈpænzɪ
pant,pænt,
panther,pantera,ˈpænθə
panties,majtki,ˈpæntɪz
pantihose,pantyhose,rajstopy|ˈpæntɪhəʊz
pantomime,(bajkowy musikal dla dzieci,rodzaj szopki)|ˈpæntəmaɪm
pantry,spiżarnia,ˈpæntrɪ
pantyhose,pantihose,rajstopy|ˈpæntɪhəʊz
papal,papieski,ˈpeɪpəl
paper,spinacz,ˈpeɪpə|ˈpeɪpəklɪp
paperback,książka w broszurowej oprawie,książka w miękkiej oprawie|ˈpeɪpəbæk
paperweight,przycisk do papierów,ˈpeɪpəweɪt
paperwork,praca papierkowa,ˈpeɪpəwɜ:k
papiermache,papier-mache,papier-mâché|papierowy|ˌpæpɪeɪˈmæʃeɪ
papiermâché,papier-mache,papier-mâché|papierowy|ˌpæpɪeɪˈmæʃeɪ
paprika,papryka,papryka sproszkowana|ˈpæprɪkə
papyrus,papirus,pəˈpaɪərəs
par,"par.
  akapit",paragraf|pɑ:
parable,przypowieść,ˈpærəbəl
parachute,spadochron,ˈpærəʃu:t
parade,pəˈreɪd,
paradise,raj,ˈpærədaɪs
paradox,paradoks,ˈpærədɒks
paradoxical,paradoksalny,ˌpærəˈdɒksɪkəl
paraffin,ˈpærəfɪn,
paragon,model,wzór|ˈpærəgən
paragraph,akapit,ˈpærəgrɑ:f
paraguay,paragwaj,ˈpærəgwaɪ
paraguayan,"i.    paragwajski
ii.    paragwajczyk",ˌpærəˈgwaɪən
parallel,nie mieć odpowiednika,ˈpærəlel
paralyse,paraliżować,paralyze|ˈpærəlaɪz
paralysis,paraliż,pəˈræləsɪs
paralyze,paraliżować,paralyse|ˈpærəlaɪz
parameter,czynnik,parametr|pəˈræmi:tə
paramilitary,paramilitarny,ˌpærəˈmɪlɪtərɪ
paramount,ˈpærəmaʊnt,
paranoia,paranoja,ˌpærəˈnɔɪə
paranoid,paranoidalny,ˈpærənɔɪd
parapet,ˈpærəpɪt,
paraphernalia,przedmioty osobistego użytku,ˌpærəfəˈneɪlɪə
paraphrase,"i.    parafraza
ii.    parafrazować",ˈpærəfreɪz
parasite,pasożyt,ˈpærəsaɪt
parasitic,pasożytniczy,ˌpærəˈsɪtɪk
parasol,parasol przeciwsłoneczny,ˈpærəsɒl
paratroop,ˈpærətru:p,
paratrooper,spadochroniarz,ˈpærətru:pə
parcel,paczka,pakunek|ˈpɑ:səl
parched,1.  wysuszony,ˈpɑ:ʧt
parchment,pergamin,ˈpɑ:ʧmənt
pardon,przepraszam'',słucham?''|ˈpɑ:dən
pardonable,do wybaczenia,wybaczalny|ˈpɑ:dənəbəl
pare,obierać,peə
parent,ˈpeərənt,
parenthesis,pəˈrenθɪsɪs,
parenthood,rodzicielstwo,ˈpeərənthʊd
paris,paryż,ˈpærɪs
parish,"i.    parafia
ii.    parafialny",ˈpærɪʃ
parishioner,parafianin,pəˈrɪʃənə
parisian,"i.    paryski
ii.    paryżanin",pəˈrɪzɪən
parity,równowaga,równość|ˈpærɪtɪ
park,pɑ:k,
parka,skafander,ˈpɑ:kə
parking,licznik czasu parkowania,ˈpɑ:kɪŋ|ˈpɑ:kɪŋ lɒt|ˈpɑ:kɪŋ mi:tə
parkland,park,ˈpɑ:klənd
parlance,mowa,ˈpɑ:ləns
parliament,parlament,ˈpɑ:ləmənt
parliamentary,parlamentarny,ˌpɑ:ləˈmentərɪ
parlor,parlour,salon|ˈpɑ:lə
parlour,parlor,salon|ˈpɑ:lə
parochial,parafiański,pəˈrəʊkɪəl
parody,"i.    parodia
ii.    parodiować",ˈpærədɪ
parole,pəˈrəʊl,zwolnienie warunkowe
paroxysm,1.  paroksyzm,"wybuch
 2.  napad|ˈpærəksɪzəm"
parquet,"i.    parkiet
ii.    parkietowy",ˈpɑ:keɪ
parrot,ˈpærət,
parry,odparowywać,ˈpærɪ
parsimonious,oszczędny,ˌpɑ:sɪˈməʊnɪəs
parsley,pietruszka,ˈpɑ:slɪ
parsnip,pasternak,ˈpɑ:snɪp
parson,proboszcz,ˈpɑ:sən
parsonage,probostwo,ˈpɑ:sənɪʤ
partial,lubić coś,ˈpɑ:ʃəl
partially,częściowo,ˈpɑ:ʃəlɪ
participant,pɑ:ˈtɪsɪpənt,uczestnik
participate,pɑ:ˈtɪsɪpeɪt,uczestniczyć
participation,pɑ:ˌtɪsɪˈpeɪʃən,uczestnictwo
participial,imiesłowowy,ˌpɑ:tɪˈsɪpɪəl
participle,imiesłów,ˈpɑ:tɪsɪpəl
particle,"1.  cząstka
 2.  partykuła",ˈpɑ:tɪkəl
particularly,pəˈtɪkjələlɪ,szczególnie
parting,ˈpɑ:tɪŋ,
partisan,ˌpɑ:tɪˈzæn,
partition,dzielić,"przedzielać
 2.  przeprowadzać rozbiór|pɑ:ˈtɪʃən"
partly,częściowo,ˈpɑ:tlɪ
partner,partnerem,ˈpɑ:tnə
partnership,"1.  partnerstwo
 2.  współudział","uczestnictwo
 3.  spółka|ˈpɑ:tnəʃɪp"
partridge,kuropatwa,ˈpɑ:trɪʤ
parttime,part-time,ˌpɑ:tˈtaɪm
party,brać udział w czymś,ˈpɑ:tɪ
pass,pɑ:s,
passable,1.  do przyjęcia,"możliwy
 2.  przejezdny|ˈpɑ:səbəl"
passage,ˈpæsɪʤ,
passenger,pasażer,ˈpæsɪnʤə
passerby,passer-by,przechodzień|ˌpɑ:səˈbaɪ
passing,1.  przelotny,ˈpɑ:sɪŋ
passion,"1.  namiętność
 2.  pasja","uczucie
 3.  zamiłowanie|ˈpæʃən"
passionate,"1.  zapamiętały
 2.  namiętny",ˈpæʃənət
passive,ˈpæsɪv,
passport,"1.  paszport
 2.  gwarancja",ˈpɑ:spɔ:t
password,hasło,ˈpɑ:swɜ:d
past,czas przeszly,pɑ:st|pɑ:st ˈpɑ:tɪsɪpəl|pɑ:st ˈtens
pasta,makaron,ˈpæstə
paste,peɪst,
pastel,ˈpæstəl,
pasteurized,pasteryzowany,ˈpɑ:stəraɪzd
pastille,pastylka,pæˈsti:l
pastime,rozrywka,ˈpɑ:staɪm
pastor,duszpasterz,ˈpɑ:stə
pastoral,"1.  duszpasterski
 2.  pasterski",ˈpɑ:stərəl
pastry,ˈpeɪstrɪ,
pasture,pastwisko,ˈpɑ:sʧə
pasty,"niezdrowy
ii.    pasztecik",
pat,"odrobina
iii.    standardowy",pæt|rutynowy
patch,"naprawić
 2.  załagadzać",pæʧ
patchwork,ˈpæʧwɜ:k,
patchy,1.  łaciaty,"plamisty
 2.  dziurawy|z lukami|ˈpæʧɪ"
pate,pasztet,pâté|ˈpæteɪ
patent,"bezsporny
iv.  patent leather",skóra lakierowana|ˈpeɪtənt|ˌpeɪtənt ˈleðə
paternal,ojcowski,pəˈtɜ:nəl
paternity,ojcostwo,pəˈtɜ:nɪtɪ
path,pɑ:θ,
pathetic,"1.  żałosny
 2.  wzruszający",pəˈθetɪk|smutny
pathological,"1.  patologiczny
 2.  chorobliwy",ˌpæθəˈlɒʤɪkəl
pathology,medycyna patologiczna,patologia|pəˈθɒləʤɪ
pathos,patos,ˈpeɪθɒs
patience,ˈpeɪʃəns,
patient,"i.    cierpliwy
ii.    pacjent",ˈpeɪʃənt
patio,taras,weranda|ˈpætɪəʊ
patriot,patriota,ˈpætrɪət
patriotic,patriotyczny,ˌpætrɪˈɒtɪk
patriotism,patriotyzm,ˈpætrɪətɪzəm
patrol,"i.    patrolować
ii.    patrol",pəˈtrəʊl
patrolman,policjant posterunkowy,pəˈtrəʊlmən
patron,"gość
ii.  patron saint",ˈpeɪtrən|ˌpeɪtrənˈseɪnt
patronage,patronat,ˈpætrənɪʤ
patronise,patronize,ˈpætrənaɪz
patronize,patronise,ˈpætrənaɪz
patter,"bębnienie
 2.  gadanina","stukać
ii.   1.  stukot|ˈpætə"
pattern,ˈpætən,
paunch,brzuch,duży brzuch|pɔ:nʧ
pauper,nędzarz,ˈpɔ:pə
pause,pɔ:z,
pave,1.  utwardzać,peɪv|wykładać kamieniami
pavement,ˈpeɪvmənt,
pavilion,pəˈvɪljən,szatnia
paving stone,płyta chodnikowa,ˈpeɪvɪŋstəʊn
paw,bić,drapać łapą|pɔ:
pawn,"i.    zastawiać
ii.    pionek",pɔ:n
pawnbroker,właściciel lombardu,ˈpɔ:nbrəʊkə
pawnshop,lombard,ˈpɔ:nʃɒp
pay,"opłacać
 2.  być opłacanym",peɪ|zwracać|ˈpeɪpækɪt
payable,ˈpeɪəbəl,
payday,dzień wypłaty,ˈpeɪdeɪ
payee,odbiorca wypłaty,peɪˈi:
payment,wypłata,zapłata|ˈpeɪmənt
payoff,1.  rezultat,"wynik
 2.  rekompensata|ˈpeɪɒf"
payroll,ˈpeɪrəʊl,
pd,"pd.
  zapłacony",per diem
pe,wf,wychowanie fizyczne
pea,groszek,pi:
peaceable,pokojowy,ˈpi:səbəl
peaceful,1.  spokojny,"cichy
 2.  pokojowy|ˈpi:sfʊl"
peacetime,okres pokoju,ˈpi:staɪm
peach,"i.    brzoskwinia
ii.    brzoskwiniowy",pi:ʧ
peacock,paw,ˈpi:kɒk
peak,pi:k,punkt szczytowy
peal,pi:l,wybuch
peanut,masło orzechowe,ˈpi:nʌt|ˌpi:nʌt ˈbʌtə
pear,gruszka,peə
pearl,perła,pɜ:l
pearly,perłowy,ˈpɜ:lɪ
peasant,chłop,ˈpezənt
peasantry,chłopi,chłopstwo|ˈpezəntrɪ
peat,pi:t,torf
pebble,kamyk,otoczak|ˈpebəl
peck,"muskać
ii.   1.  dziobanie",muskać ustami|pek|pocałunek
peculiar,1.  osobliwy,pɪˈkju:lɪə
peculiarity,pɪˌkju:lɪˈærɪtɪ,
pecuniary,pieniężny,pɪˈkju:nɪərɪ
pedagogic,pedagogiczny,ˌpedəˈgɒʤɪk
pedagogy,pedagogika,ˈpedəgɒʤɪ
pedal,ˈpedəl,
pedant,ˈpedənt,
pedantic,pedantyczny,pɪˈdæntɪk
peddle,1.  handlować narkotykami,"handlować
 2.  rozpowszechniać|ˈpedəl"
peddler,handlarz,handlarz narkotykami|ˈpedlə
pedestal,piedestał,postument|ˈpedɪstəl
pedestrian,"i.    przechodzień
ii.    przyziemny","prozaiczny
iii.  pedestrian crossing|pɪˈdestrɪən|pɪˌdestrɪən ˈkrɒsɪŋ"
pedigree,ˈpedɪgri:,
pee,pi:,siusianie
peek,pi:k,spojrzenie
peel,pi:l,
peelings,obierki,ˈpi:lɪŋz
peep,pi:p,
peephole,judasz,ˈpi:phəʊl
peer,pɪə,równy|równy komuś
peerage,ˈpɪərɪʤ,
peeved,ˈpi:vd,
peevish,zirytowany,ˈpi:vɪʃ
pejorative,pejoratywny,pəˈʤɒrətɪv
pekinese,pekińczyk,ˌpɪ:kɪˈni:z
peking,pekin,ˌpi:ˈkɪŋ
pelican,pelikan,ˈpelɪkən
pellet,kula,kulka|ˈpelɪt
pelvis,miednica,ˈpelvɪs
pen,długopis,"mazak
 2.  zagroda|pseudonim literacki|ˈpenneɪm"
penal,karny,penitencjarny|ˈpi:nəl
penalise,karać,penalize|ˈpi:nəlaɪz
penalize,karać,penalise|ˈpi:nəlaɪz
penalty,punkt karny,rzut karny|ˈpenəltɪ
penance,pokuta,ˈpenəns
pencil,ˈpensɪl,
pendant,wisiorek,ˈpendənt
pending,ˈpendɪŋ,
pendulum,"1.  wahadło
 2.  tendencja",ˈpendjələm
penetrate,docierać,przez coś)|ˈpenətreɪt
penetrating,przenikliwy,ˈpenətreɪtɪŋ
penetration,przenikliwość,ˌpenəˈtreɪʃən
penfriend,pen-friend,znajomy korespondencyjny|ˈpenfrend
penguin,pingwin,ˈpeŋgwɪn
penicillin,penicylina,ˌpenɪˈsɪlɪn
peninsula,półwysep,pɪˈnɪnsjʊlə
penis,członek,ˈpi:nɪs
penitent,pokutniczy,skruszony|ˈpenɪtənt
penitentiary,zakład penitencjarny,ˌpenɪˈtenʃərɪ
penknife,scyzoryk,ˈpennaɪf
pennant,bez grosza,ˈpenənt
penniless,bez grosza,ˈpenɪlɪs
pennsylvania,pensylwania,ˌpensɪlˈveɪnɪə
penny,pens,ˈpenɪ
pension,ˈpenʃən,ˈpenʃənfʌnd
pensionable,uprawniony do emerytury,ˈpenʃənəbəl
pensioner,emeryt,ˈpenʃənə
pensive,zadumany,ˈpensɪv
pentagon,ˈpentəgən,
pentathlon,penˈtæθlən,pięciobój
pentecost,zielone świątki,ˈpentɪkɒst
penthouse,ˈpenthaʊs,
pentup,pent-up,spętany|ˌpentˈʌp
penultimate,przedostatni,pɪnˈʌltəmət
people,ˈpi:pəl,
pep,i.    animusz,"werwa
ii.  pep talk|ˈpeptɔ:k"
peppermint,miętus,ˈpepəmɪnt
per annum,rocznie,
per procurationem,"per procurationem
  w zastępstwie",
perceive,1.  dostrzegać,"postrzegać
 2.  widzieć|pəˈsi:v"
percentage,procent,pəˈsentɪʤ|udział procentowy
perceptible,dostrzegalny,pəˈseptɪbəl
perception,"1.  wnikliwość
 2.  widzenie","dostrzeganie
 3.  percepcja|pəˈsepʃən"
perceptive,pəˈseptɪv,wnikliwy
perch,pɜ:ʧ,
percolator,ekspres do kawy,maszynka do kawy|ˈpɜ:kəleɪtə
percussion,perkusja,pəˈkʌʃən
peremptory,natarczywy,pəˈremptərɪ|władczy
perennial,bylina,pɪˈrenɪəl
perfection,doskonałość,pəˈfekʃən
perfectionist,perfekcjonista,pəˈfekʃənɪst
perfectly,1.  całkowicie,"zupełnie
 2.  doskonale|ˈpɜ:fəktlɪ"
perforate,perforować,ˈpɜ:fəreɪt
perforation,perforacja,ˌpɜ:fəˈreɪʃən
perform,pəˈfɔ:m,
performance,1.  wykonanie,pəˈfɔ:məns
performer,"1.  wykonawca
 2.  artysta",pəˈfɔ:mə
perfume,woń,ˈpɜ:fjʊm
perfunctory,niedbały,powierzchowny|pəˈfʌŋktərɪ
perhaps,być może,może|pəˈhæps
peril,ˈperɪl,
perilous,niebezpieczny,ˈperɪləs
perimeter,obwód,pəˈrɪmɪtə
period,historyczny,ˈpɪərɪəd
periodic,okresowy,periodyczny|ˌpɪərɪˈɒdɪk
periodical,"i.    periodyk
ii.    periodyczny",okresowy|ˌpɪərɪˈɒdɪkəl
peripheral,pəˈrɪfərəl,"wobec)
 2.  peryferyjny"
periphery,1. the periphery  peryferia,pəˈrɪfərɪ
periscope,peryskop,ˈperɪskəʊp
perish,ˈperɪʃ,
perishable,łatwo psujący się,ˈperɪʃəbəl
perishing,"przeraźliwy
 2.  okropnie zimny",ˈperɪʃɪŋ
perjure,perjure oneself  popełniać krzywoprzysięstwo,ˈpɜ:ʤə
perjury,krzywoprzysięstwo,ˈpɜ:ʤərɪ
perk,i.    dodatek do pensji,pɜ:k
perky,ożywiony,ˈpɜ:kɪ
perm,i.    trwała ondulacja,pɜ:m
permanent,ˈpɜ:mənənt,
permeate,przenikać,ˈpɜ:mɪeɪt
permissible,dopuszczalny,pəˈmɪsəbəl
permission,pəˈmɪʃən,zezwolenie
permissive,przyzwalający,pəˈmɪsɪv
pernicious,pəˈnɪʃəs,szkodliwy|zgubny
pernickety,drobiazgowy,persnickety|pəˈnɪkɪtɪ|wybredny
perpendicular,pionowy,prostopadły|ˌpɜ:pənˈdɪkjʊlə
perpetrate,popełniać,ˈpɜ:pɪtreɪt
perpetual,pəˈpetjʊəl,ustawiczny|wieczny
perpetuate,kontynuować,pəˈpetju:eɪt
perpetuity,pəpɪˈtju:ɪtɪ,wieczność
perplexed,pəˈplekst,zakłopotany|zmieszany
perplexing,kłopotliwy,pəˈpleksɪŋ
perplexity,pəˈpleksɪtɪ,zakłopotanie|zmieszanie
persecute,prześladować,ˈpɜ:sɪkju:t
persecution,prześladowanie,ˌpɜ:sɪˈkju:ʃən
perseverance,wytrwałość,ˌpɜ:sɪˈvɪərəns
persevere,nie poddawać się,trwać|ˌpɜ:sɪˈvɪə
persia,persja,ˈpɜ:ʃə
persian,ˈpɜ:ʃən,
persist,pəˈsɪst,upierać się
persistent,pəˈsɪstənt,uporczywy
persnickety,drobiazgowy,pernickety|pəˈnɪkɪtɪ|wybredny
person,ˈpɜ:sən,
personable,sympatyczny,ˈpɜ:sənəbəl
personage,osobistość,ˈpɜ:sənɪʤ
personal,ˈpɜ:sənəl,
personality,"1.  osobowość
 2.  osobistość",ˌpɜ:səˈnælɪtɪ
personally,osobiście,ˈpɜ:sənəlɪ
personify,personifikować,pəˈsɒnɪfaɪ|uosabiać
personnel,obsługa,personel|ˌpɜ:səˈnel
perspective,pəˈspektɪv,
perspicacious,bystry,przenikliwy|ˌpɜ:spɪˈkeɪʃəs
perspiration,pot,ˌpɜ:spəˈreɪʃən
perspire,pocić się,pəˈspaɪə
persuade,by coś zrobił),pəˈsweɪd
persuasion,pəˈsweɪʒən,
persuasive,przekonujący,pəˈsweɪsɪv
pert,impertynencki,pɜ:t|zuchwały
pertain,odnosić się,pəˈteɪn
pertinent,odnoszący się,ˈpɜ:tɪnənt
perturbed,pəˈtɜ:bd,zafrasowany
peru,pəˈru:,
peruse,czytać,czytać uważnie|pəˈru:z
peruvian,"i.    peruwiański
ii.    peruwiańczyk",pəˈru:vɪən
pervade,przenikać,pəˈveɪd|szerzyć się
pervasive,panujący,przygniatający|pəˈveɪsɪv
perverse,pəˈvɜ:s,
perversion,1.  zboczenie,"perwersja
 2.  negowanie|pəˈvɜ:ʃən"
perversity,przewrotność,pəˈvɜ:sɪtɪ
pervert,"wypaczać
 2.  demoralizować",
perverted,"1.  zboczony
 2.  wypaczony",pəˈvɜ:tɪd|zdegenerowany
pessimism,pesymizm,ˈpesɪmɪzəm
pester,gnębić,męczyć|ˈpestə
pesticide,pestycyd,środek owadobójczy|ˈpestɪsaɪd
pestle,tłuczek,ˈpesəl
petal,płatek,ˈpetəl
peter out,dochodzić do końca,ˈpi:təraʊt
petite,drobny,pəˈti:t
petition,pɪˈtɪʃən,składać skargę
petrified,zastygły,ˈpetrɪfaɪd
petrol,ˈpetrəl,ˈpetrəlsteɪʃən
petroleum,pəˈtrəʊlɪəm,ropa naftowa
petticoat,halka,półhalka|ˈpetɪkəʊt
petty,ˈpetɪ,ˌpetɪˈkæʃ|ˌpetɪˈɒfɪsə
petulant,nadąsany,ˈpetjələnt
pew,pju:,stale|ławka|ławka kościelna
pewter,ˈpju:tə,
phantom,złudny,ˈfæntəm
pharmaceutical,ˌfɑ:məˈsju:tɪkəl,
pharmacist,farmaceuta,ˈfɑ:məsɪst
pharmacy,apteka,ˈfɑ:məsɪ
phase,feɪz,"i.    faza
ii.    stopniować|stopniowo zaprzestawać"
phd,doktor,doktor filozofii|doktor nauk humanistycznych
pheasant,bażant,ˈfezənt
phenomenal,fenomenalny,fɪˈnɒmɪnəl
phenomenon,fɪˈnɒmɪnən,zjawisko
phew,fju:,uff
philadelphia,filadelfia,ˌfɪləˈdelfɪə
philanthropist,filantrop,fɪˈlænθrəpɪst
philanthropy,filantropia,fɪˈlænθrəpɪ
philatelic,filatelistyczny,ˌfɪləˈtelɪk
philately,filatelistyka,fɪˈlætəlɪ
philharmonic,ˌfɪlɑ:ˈmɒnɪk,
philippine,filipiński,ˈfɪlɪpi:n
philippines,"the philippines 
 - filipiny",ˈfɪlɪˈpi:nz
philistine,i.    filister,"kołtun
ii.    filisterski|kołtuński|ˈfɪlɪstaɪn"
philological,filologiczny,ˌfɪləʊˈlɒʤɪkəl
philology,filologia,fɪˈlɒləʤɪ
philosopher,filozof,fɪˈlɒsəfə
philosophic,filozoficzny,philosophical|ˌfɪləˈsɒfɪk
philosophical,filozoficzny,philosophic|ˌfɪləˈsɒfɪk
philosophise,filozofować,fɪˈlɒsəfaɪz|philosophize
philosophize,filozofować,fɪˈlɒsəfaɪz|philosophise
philosophy,fɪˈlɒsəfɪ,
phlegm,flegma,flem
phlegmatic,flegmatyczny,flegˈmætɪk
phobia,fobia,ˈfəʊbɪə
phone,fəʊn,
phonetic,fonetyczny,fəˈnetɪk
phonetics,fonetyka,fəˈnetɪks
phoney,"i.    fałszywy
ii.    szalbierz",phony|ˈfəʊnɪ
phony,"i.    fałszywy
ii.    szalbierz",phoney|ˈfəʊnɪ
phosphorescent,fosforyzujący,ˌfɒsfəˈresənt
phosphorus,fosforyzujący,ˈfɒsfərəs
photo,fotka,fotografia|ˈfəʊtəʊ
photocopier,fotokopiarka,ˈfəʊtəʊkɒpɪə
photocopy,i.    fotokopia,"kopiować|kserokopia
ii.    kopiować kserograficznie|ˈfəʊntəʊkɒpɪ"
photogenic,fotogeniczny,ˌfəʊtəˈʤenɪk
photograph,ˈfəʊtəgrɑ:f,
photographer,fotograf,fəˈtɒgrəfə
photographic,fotograficzny,ˌfəʊtəˈgræfɪk
photography,fəˈtɒgrəfɪ,
photostat,fotokopia,ˈfəʊtəstæt
phrasal verb,czasownik złożony,ˌfreɪzəl ˈvɜ:b
phrase,freɪz,rozmówki|ˈfreɪzbʊk
phraseological,frazeologiczny,ˌfreɪzɪəˈlɒʤɪkəl
phraseology,frazeologia,ˌfreɪzɪˈɒləʤɪ
physician,fɪˈzɪʃən,internista|lekarz
physicist,fizyk,ˈfɪzɪsɪst
physics,fizyka,ˈfɪzɪks
physiological,fizjologiczny,ˌfɪzɪəˈlɒʤɪkəl
physiology,fizjologia,ˌfɪzɪˈɒləʤɪ
physiotherapeutic,fizykoterapeutyczny,ˌfɪzɪəθerəˈpju:tɪk
physiotherapist,fizykoterapeuta,ˌfɪzɪəʊˈθerəpɪst
physiotherapy,fizykoterapia,ˌfɪzɪəʊˈθerəpɪ
physique,budowa ciała,fɪˈzi:k|wygląd
pianist,pianista,ˈpɪənɪst
piano,fortepian,ˈpɪənəʊ
pick,pɪk,
picker,zbieracz,ˈpɪkə
picket,"i.    pikietować
ii.    pikieta",ˈpɪkɪt
pickle,ˈpɪkəl,
pickpocket,złodziej kieszonkowy,ˈpɪkpɒkɪt
pickup,pick-up,pikap|ˈpɪkʌp
picnic,ˈpɪknɪk,
pictorial,obrazkowy,pɪkˈtɔ:rɪəl
picture,o co chodzi,ˈpɪkʧə
picturesque,malowniczy,ˌpɪkʧəˈresk
piddling,błahy,ˈpɪdlɪŋ
pidgin,język mieszany,pidżin|ˈpɪʤɪn
pie,paɪ,warzywa w cieście
piebald,srokaty,ˈpaɪbɔ:ld
piece,kompletować,pi:s
piecemeal,kawałek po kawałku,ˈpɪ:smi:l
piecework,praca akordowa,ˈpi:swɜ:k
pier,molo,pɪə
pierce,przebijać,pɪəs
piercing,ˈpɪəsɪŋ,
piety,pobożność,ˈpaɪətɪ
pig,pɪg,świnia
pigeon,gołąb,ˈpɪʤɪn
pigeonhole,pigeon-hole,przegródka|ˈpɪʤɪnhəʊl
piggyback,ˈpɪgɪbæk,
piggybank,skarbonka-świnka,ˈpɪgɪbaŋk
pigheaded,uparty,uparty jak osioł|ˌpɪgˈhedɪd
piglet,prosiak,ˈpɪglɪt
pigment,barwnik,ˈpɪgmənt
pigsty,chlew,ˈpɪgstaɪ
pigtail,kucyk,ˈpɪgteɪl
pike,paɪk,
pilchard,sardynka,ˈpɪlʧəd
pileup,karambol,pile-up|ˈpaɪlʌp
pilfer,podwędzić,rąbnąć|ˈpɪlfə
pilgrim,pielgrzym,ˈpɪlgrɪm
pilgrimage,pielgrzymka,ˈpɪlgrɪmɪʤ
pill,1.  pigułka,pɪl
pillage,ˈpɪlɪʤ,
pillar,ˈpɪlə,ˈpɪləbɒks
pillion,ˈpɪljən,
pillow,poduszka,ˈpɪləʊ
pillowcase,poszewka,ˈpɪləʊkeɪs
pillowslip,poszewka,ˈpɪləʊslɪp
pilot,wieczny płomyk,ˈpaɪlət|ˈpaɪlət laɪt
pimp,alfons,pɪmp
pimple,pryszcz,ˈpɪmpəl
pimply,pryszczaty,ˈpɪmplɪ
pin,pɪn,
pinafore,bezrękawnik,ˈpɪnəfɔ:
pincers,1.  szczypce,"obcęgi
 2.  kleszcze|ˈpɪnsəz"
pinch,pɪnʧ,
